index,Medio_Desordenados,Poco_Desordenados,Muy_Desordenados
84878,204782,63459,27431
84879,45615,45412,202477
84880,47020,69463,57364
84881,199441,75841,11701
84882,12042,33276,12328
84883,19729,11975,21660
84884,44373,75844,201335
84885,39587,39718,199096
84886,78693,75846,54680
84887,39111,75848,25184
84888,199628,46187,43556
84889,10570,202794,80525
84890,200953,75851,22085
84891,19832,62559,35646
84892,55408,8077,75957
84893,32732,24411,58835
84894,199508,75855,44052
84895,32977,55288,35586
84896,9262,6782,78354
84897,61135,38638,50977
84898,58711,75860,71007
84899,199857,25687,83096
84900,65437,75862,50991
84901,65752,39447,44392
84902,54298,931,50857
84903,9444,19197,9631
84904,9467,79949,938
84905,61994,75867,32018
84906,11393,75868,21980
84907,35688,55692,45148
84908,59178,39786,44951
84909,8556,200338,67775
84910,202402,48791,81447
84911,198749,39120,6049
84912,985,21578,202811
84913,46872,67015,4050
84914,39302,75942,60857
84915,70126,75943,46739
84916,203364,75944,58831
84917,77393,9044,205215
84918,44074,75946,47695
84919,63163,6080,63265
84920,6445,38400,34732
84921,9170,75949,54376
84922,63489,75950,5287
84923,5120,75951,10966
84924,54653,75952,61671
84925,35206,1403,27099
84926,201257,46883,200502
84927,47350,34034,11971
84928,34644,75956,47730
84929,199008,48496,77853
84930,29344,203185,65329
84931,39214,47571,10368
84932,58852,40234,48643
84933,51784,2735,40843
84934,10421,44078,3535
84935,2041,75965,251
84936,47576,67116,44809
84937,46285,76266,36406
84938,82474,46976,68653
84939,38918,19039,45186
84940,60105,74990,6325
84941,65764,70719,19568
84942,46640,75998,26361
84943,3927,32188,67471
84944,2054,201982,180
84945,12246,56093,35802
84946,199198,49835,34114
84947,199844,58675,46312
84948,35740,7180,60097
84949,57388,76007,55112
84950,44224,45424,204178
84951,8942,56236,7279
84952,32072,76011,54309
84953,202636,76013,48240
84954,43475,76014,11995
84955,21751,38540,49048
84956,48453,76017,33389
84957,203457,202836,201791
84958,9885,203003,200908
84959,43402,8767,360
84960,1040,2139,3598
84961,57396,34993,8299
84962,199023,17257,81116
84963,82490,63380,55481
84964,4389,76025,203442
84965,21788,60949,8373
84966,57539,76027,67779
84967,80844,76029,49334
84968,203237,54557,51007
84969,3347,40235,204718
84970,32926,22147,25314
84971,46979,76037,47297
84972,39139,8424,8693
84973,204735,76040,48419
84974,48264,76041,2705
84975,202121,7589,11982
84976,2907,41686,6957
84977,5255,76044,8612
84978,17521,203234,49446
84979,59994,76046,68974
84980,69593,63513,65918
84981,51061,76048,27286
84982,36492,76049,41210
84983,48870,76050,204293
84984,46524,60357,76026
84985,34615,76052,73078
84986,45597,57240,69189
84987,67644,76054,30347
84988,200086,76055,46997
84989,10693,10435,60880
84990,35667,68297,8094
84991,47454,199855,61812
84992,202650,47911,8484
84993,10066,76061,62490
84994,69664,203603,49729
84995,33119,76063,3965
84996,82500,41300,75073
84997,56051,76065,34203
84998,44840,76066,12426
84999,1763,58483,6033
85000,198881,76068,62690
85001,4558,74953,199491
85002,59684,76071,202753
85003,16394,201380,67624
85004,6676,76073,58430
85005,4947,76074,55205
85006,3337,8881,59541
85007,60537,2677,201947
85008,775,76077,48719
85009,3917,72916,63246
85010,60952,3594,60194
85011,47257,3276,63076
85012,40404,76081,47910
85013,38322,11856,65261
85014,9790,7322,32426
85015,201220,43939,45630
85016,35182,62523,66068
85017,201528,18905,202076
85018,59713,76087,41487
85019,18873,76088,44485
85020,49620,42045,32320
85021,6427,57552,80110
85022,6222,76091,38612
85023,21211,49025,1489
85024,1995,1324,6242
85025,202632,11779,69515
85026,52178,6695,34395
85027,68080,71179,61721
85028,45359,3246,38581
85029,62684,8925,46049
85030,57921,76099,65594
85031,6760,76100,202305
85032,61397,45295,8917
85033,5579,203179,17672
85034,33777,55083,25126
85035,34389,5032,39273
85036,202277,76105,60861
85037,20355,4270,79014
85038,49549,76107,8156
85039,32807,76108,54298
85040,20334,76109,204023
85041,3583,8964,61510
85042,56753,76112,204816
85043,8096,76113,51856
85044,199610,61233,51325
85045,50938,43633,32704
85046,68091,76116,3255
85047,34742,6531,56408
85048,4148,76118,2906
85049,199672,76119,34071
85050,43322,69110,35348
85051,24442,8188,66393
85052,35888,76122,49411
85053,201389,199456,205126
85054,2446,32423,199385
85055,44980,34387,72656
85056,72960,46275,47629
85057,46071,76128,38118
85058,73160,70554,5402
85059,41624,36186,43573
85060,201705,59794,60399
85061,55207,55432,8922
85062,8816,40115,62176
85063,33538,200396,46074
85064,43859,47253,56916
85065,34802,76137,2225
85066,45243,45050,201960
85067,54769,47999,49488
85068,70559,60537,60697
85069,203521,2957,204711
85070,70768,8786,62633
85071,204649,42276,52007
85072,4416,58264,12183
85073,61194,2040,48708
85074,59702,65300,73869
85075,10152,3187,38094
85076,32555,202086,46447
85077,66336,44964,76524
85078,59238,77107,56504
85079,76608,76203,199206
85080,34078,8050,51699
85081,8086,76205,59591
85082,25886,2158,67288
85083,2507,76209,56218
85084,62351,76210,79057
85085,57313,76211,8174
85086,67163,3663,39562
85087,65608,58073,9079
85088,204473,76214,38231
85089,34899,76215,4385
85090,45992,68235,55851
85091,8868,49898,77944
85092,47811,36445,4656
85093,45385,40144,67683
85094,50471,66828,8599
85095,200332,66431,199847
85096,49264,76222,48909
85097,199942,76223,412
85098,5055,76224,48397
85099,69130,3648,199736
85100,58081,76226,201202
85101,66495,76227,30543
85102,9315,76228,17429
85103,58339,76229,55174
85104,70385,45955,57291
85105,33917,204656,20355
85106,9298,76232,204918
85107,51016,1260,48922
85108,27527,76234,7080
85109,198884,35162,69658
85110,77339,76237,81197
85111,6645,6467,74538
85112,198791,76239,66805
85113,45847,281,49572
85114,67567,48073,54112
85115,9550,48402,29912
85116,56679,76243,47179
85117,46136,76244,76291
85118,43913,76245,20640
85119,5147,76247,71131
85120,5251,7008,28273
85121,1429,76249,34778
85122,16808,49103,34800
85123,55002,203833,7192
85124,28135,76252,57361
85125,62780,3050,43442
85126,78735,980,27877
85127,33360,38212,54487
85128,44197,76256,70933
85129,60905,76257,68103
85130,67698,42261,38872
85131,44747,76262,4125
85132,58965,67614,46966
85133,24715,74345,38768
85134,70208,76265,66581
85135,49460,54922,36144
85136,2772,76267,2068
85137,60450,39517,7364
85138,4476,76269,58819
85139,59903,76270,36589
85140,30253,57076,8255
85141,54533,8600,39597
85142,33878,4862,49880
85143,4222,20547,200438
85144,204493,57745,51515
85145,58627,10526,35793
85146,34920,76277,59505
85147,69749,76278,43491
85148,77525,1517,5210
85149,58673,76291,36622
85150,68330,5379,205007
85151,4887,203614,48874
85152,59521,76295,45971
85153,20302,51872,49570
85154,200811,45526,46418
85155,205188,76494,9200
85156,27125,57688,46272
85157,11132,76496,6955
85158,46926,76497,51331
85159,204888,941,204881
85160,48083,2658,61347
85161,3385,54290,17816
85162,33027,38178,4634
85163,59939,41535,59626
85164,50149,65557,43455
85165,9401,47205,50695
85166,51485,76505,202465
85167,67419,36620,69773
85168,62395,62452,44782
85169,44402,76509,60554
85170,202982,76510,8160
85171,57682,76511,27132
85172,32858,76512,57182
85173,204477,18140,3986
85174,56149,76514,49662
85175,41527,2715,61196
85176,24543,44892,200693
85177,44580,44471,61631
85178,46483,76518,7557
85179,6191,70294,204390
85180,58388,82949,42215
85181,33684,5556,8912
85182,23435,27291,57300
85183,23269,1419,51409
85184,40252,54215,78401
85185,201504,76526,34330
85186,10403,76527,3372
85187,54177,17119,16921
85188,200173,78713,34656
85189,265,21337,48512
85190,36659,2635,203243
85191,66437,201366,1355
85192,203134,76537,48744
85193,48169,443,50197
85194,8976,76539,68319
85195,8549,23679,202467
85196,204687,76540,40707
85197,43970,76541,40092
85198,200693,21445,6139
85199,16322,205059,63102
85200,48187,76544,201358
85201,2934,58649,55122
85202,49899,26124,18857
85203,39911,44518,33679
85204,51836,6151,11077
85205,39142,76549,199694
85206,70803,32445,12045
85207,54784,54772,2586
85208,63132,1126,200381
85209,38539,41246,56257
85210,38354,76555,6050
85211,203773,76556,32627
85212,8385,76557,30233
85213,33141,26264,55761
85214,57855,1164,28728
85215,34983,76560,34732
85216,52045,5340,9933
85217,48573,4937,61057
85218,70826,46548,44086
85219,56528,76565,39649
85220,4638,48094,68186
85221,68168,76567,23085
85222,204664,202324,32240
85223,46172,49769,50816
85224,11217,76571,9068
85225,24381,21730,21709
85226,199807,58757,9926
85227,82888,76574,5010
85228,555,48169,35070
85229,57101,45630,63003
85230,41100,76578,56148
85231,44046,76579,11166
85232,33560,77178,32434
85233,198886,76581,70427
85234,203282,35477,23393
85235,76051,76583,201737
85236,48201,55210,52009
85237,199436,8991,38521
85238,43407,76586,59667
85239,34277,202200,67705
85240,200574,201176,49192
85241,18727,50436,8606
85242,68771,2045,8959
85243,47904,58679,49982
85244,11380,76592,34622
85245,203170,61211,199287
85246,201389,76594,38207
85247,67439,7395,61191
85248,35312,76597,10671
85249,198830,76598,60198
85250,3403,200208,82456
85251,69056,76601,39355
85252,68854,60440,12360
85253,33810,83006,46947
85254,8903,76606,34874
85255,204716,65247,7532
85256,44864,76608,63501
85257,65335,76609,198820
85258,203752,76611,2534
85259,8319,202520,46831
85260,201924,2645,198920
85261,18051,76614,58673
85262,8435,60765,74966
85263,48062,50367,58076
85264,8388,8924,70467
85265,23092,36828,49261
85266,66941,61132,3740
85267,78118,54144,31977
85268,56872,76623,39418
85269,34854,76624,43899
85270,25993,71069,48843
85271,60324,4082,54183
85272,74787,76627,10140
85273,10719,42045,40860
85274,57118,199697,200406
85275,26756,66450,67014
85276,10797,201631,66444
85277,56002,32536,5467
85278,69876,68845,30098
85279,36277,73017,200589
85280,39976,76635,59096
85281,16852,79986,2955
85282,23411,198940,1290
85283,67666,77039,69262
85284,61747,77040,2487
85285,199358,77041,39883
85286,33096,38511,199160
85287,3260,5518,65854
85288,11220,38500,203714
85289,8088,78895,6159
85290,199566,46548,205034
85291,50437,35687,203205
85292,9797,12391,33581
85293,70463,77058,73667
85294,73054,77059,50295
85295,19016,68395,16523
85296,41245,25689,67136
85297,48524,77062,21787
85298,7070,43485,33400
85299,50498,77064,279
85300,54354,204018,36734
85301,66511,55393,201260
85302,4100,54400,65868
85303,40398,77068,6740
85304,9126,6520,59613
85305,9052,55818,201771
85306,41692,198775,61136
85307,60295,203618,41629
85308,70125,77073,54965
85309,45663,57574,35523
85310,51885,47506,199170
85311,78121,6154,62335
85312,51302,77081,46050
85313,47534,77083,41884
85314,32651,38446,58596
85315,10416,51600,6245
85316,66034,71211,61037
85317,205297,77087,45282
85318,3502,50069,17655
85319,24692,77089,202051
85320,202530,75635,11300
85321,8889,77091,16602
85322,10843,48793,39965
85323,5107,77093,1945
85324,68950,34484,81426
85325,65997,3509,62104
85326,47884,77096,54151
85327,200446,45359,43384
85328,58158,77098,67851
85329,3521,40937,60968
85330,11586,7579,70049
85331,79089,975,34898
85332,39591,74385,61200
85333,51994,77103,48723
85334,55564,77104,38449
85335,2012,3362,35838
85336,10191,62629,11983
85337,204242,73783,12093
85338,4015,2348,51152
85339,32870,77109,35756
85340,51512,77110,55308
85341,49599,47876,46673
85342,61543,200983,11096
85343,50363,77114,17682
85344,31969,50310,56993
85345,61420,5600,23864
85346,60837,77117,65232
85347,17711,62608,203527
85348,55158,77119,55844
85349,44857,45315,62584
85350,9946,77121,2821
85351,33143,54126,6725
85352,65240,77123,49386
85353,32124,40374,68645
85354,33841,61722,29591
85355,82865,12016,40121
85356,27108,49155,202416
85357,204869,8142,51929
85358,55671,77129,397
85359,54756,6318,67348
85360,56844,10489,24095
85361,202272,77133,39293
85362,8220,6893,2702
85363,50003,77135,44465
85364,35929,83038,203354
85365,71164,35111,9770
85366,36939,77138,198727
85367,19716,45095,66567
85368,78489,50241,27814
85369,199439,10222,203832
85370,198950,4579,21251
85371,54159,77143,11187
85372,60149,77175,61624
85373,201209,9562,68097
85374,65395,11038,5435
85375,200075,19942,40051
85376,74816,77148,51949
85377,52252,60523,46804
85378,5615,3862,40356
85379,41509,77151,8932
85380,198698,60205,23085
85381,67766,200696,32812
85382,44318,77154,73576
85383,35480,77155,63007
85384,70615,77156,55380
85385,6887,77157,69307
85386,9046,77158,51926
85387,8750,55394,56486
85388,3453,203161,58741
85389,200378,201951,200683
85390,75818,38256,44038
85391,47929,77167,48181
85392,67159,61639,34649
85393,33198,45357,40313
85394,44636,77170,70181
85395,45517,202981,57060
85396,7112,32619,17155
85397,199712,77259,35439
85398,202551,5331,59257
85399,56854,77176,56684
85400,69707,80840,45346
85401,3685,41837,58825
85402,36597,3019,46967
85403,40751,42210,39809
85404,42280,35639,43481
85405,65921,38982,65518
85406,61688,6673,68821
85407,19782,77184,73615
85408,43592,77185,47462
85409,25730,44564,62262
85410,44780,77187,833
85411,16633,43698,19487
85412,204411,73692,10520
85413,26441,67492,392
85414,43805,27249,21117
85415,68869,63066,202566
85416,32160,77193,20898
85417,2956,77194,57198
85418,204655,201427,67732
85419,203612,57232,32365
85420,57049,33972,70363
85421,68993,77198,9243
85422,23265,38410,34832
85423,201378,38854,199275
85424,199569,57381,35862
85425,27085,46763,7219
85426,62808,79391,79369
85427,70988,20379,68526
85428,203081,60492,55267
85429,12259,77207,41953
85430,66343,60041,49203
85431,65793,77209,72856
85432,66066,204929,38845
85433,7160,77211,46494
85434,44974,20011,45740
85435,58799,49417,38791
85436,16782,54677,202314
85437,74428,77224,40231
85438,58279,77225,200688
85439,50714,9197,51598
85440,82720,77939,34070
85441,202165,47269,4505
85442,4897,48192,9166
85443,40906,77230,35303
85444,896,77231,45240
85445,198949,77232,56393
85446,34986,32164,40959
85447,32939,77234,273
85448,27856,77235,814
85449,39686,1740,2116
85450,68154,51166,10924
85451,45127,23821,4110
85452,68051,77239,1912
85453,67635,77240,41086
85454,50715,77241,77610
85455,24236,77977,47309
85456,32904,4293,203138
85457,54208,735,46137
85458,201014,8676,66818
85459,63425,54468,65654
85460,201148,32532,201228
85461,51600,77251,6789
85462,11613,199731,23892
85463,61948,40617,10289
85464,203358,77256,204032
85465,65215,65736,58240
85466,67100,36318,21335
85467,1982,34216,1952
85468,202452,77260,21948
85469,8101,55940,58557
85470,48747,77262,55099
85471,23608,29294,8496
85472,69055,77264,33373
85473,11294,51473,71141
85474,4528,21933,62141
85475,536,458,4103
85476,68156,77268,39538
85477,6023,77269,9576
85478,24640,77270,73113
85479,4587,8062,28814
85480,51969,77272,46220
85481,204393,17337,48898
85482,203738,34872,23383
85483,36827,77275,25970
85484,33898,46905,62372
85485,10204,77277,62931
85486,46173,77278,27888
85487,69544,57833,55133
85488,40722,77290,66720
85489,201799,77291,39823
85490,63167,77292,49840
85491,9601,7197,76295
85492,3353,77295,41964
85493,201228,77558,67698
85494,78124,56994,52072
85495,202682,47867,54307
85496,83140,10945,61282
85497,10831,54868,16346
85498,54162,25031,29867
85499,55101,56612,202477
85500,204332,34895,58550
85501,54790,77305,51937
85502,6474,77306,35175
85503,202902,5026,4856
85504,45077,57533,2930
85505,199614,35668,70309
85506,200090,38893,34612
85507,61484,77311,48046
85508,32231,77312,9904
85509,2898,77313,69681
85510,5646,10569,34372
85511,199967,69944,46518
85512,47460,9760,47055
85513,27492,77317,19731
85514,11965,77318,198871
85515,199127,17155,83104
85516,4115,60032,5615
85517,200668,200778,56042
85518,7253,23410,6613
85519,49238,81497,26059
85520,49603,77324,26964
85521,59590,68497,2547
85522,68438,77326,205282
85523,81192,58261,33498
85524,202555,77328,68275
85525,54582,58027,80087
85526,199733,77330,201171
85527,65621,77331,60628
85528,35726,77332,46613
85529,70602,77333,61295
85530,36839,48110,20333
85531,50160,6501,38754
85532,11785,41037,198926
85533,61736,77337,57650
85534,61701,33751,55696
85535,65989,77339,44339
85536,59567,77340,38517
85537,59185,63016,56327
85538,16693,77344,33080
85539,3588,77345,66055
85540,60040,43475,203008
85541,34905,66572,17349
85542,11342,46259,4247
85543,76101,77350,4567
85544,11100,77351,48106
85545,10358,52199,57897
85546,11262,77353,19465
85547,36216,49900,73587
85548,46785,23543,201958
85549,82866,46296,27504
85550,52268,77357,52153
85551,43654,77358,54376
85552,62975,47451,57751
85553,11061,38616,29579
85554,54179,9956,10192
85555,8174,77363,3041
85556,9123,204539,39657
85557,57565,40347,46007
85558,201226,55405,68683
85559,38954,77368,30385
85560,201228,77369,200177
85561,55224,28396,38883
85562,45796,77371,61843
85563,778,2478,72650
85564,10744,77375,69149
85565,48126,77376,30430
85566,22921,60519,35513
85567,38349,77378,46188
85568,56848,67401,38179
85569,40187,67277,55671
85570,62052,77382,46440
85571,10196,63513,56019
85572,57036,66604,2427
85573,56797,77385,305
85574,20388,77386,47517
85575,70829,10354,27404
85576,34999,200081,38673
85577,63108,77389,23865
85578,59227,77390,42235
85579,65254,202053,38097
85580,72938,24021,44893
85581,6107,39662,50369
85582,19584,43700,35830
85583,3859,65483,10389
85584,69930,59635,55234
85585,66931,9221,46095
85586,60875,67091,51547
85587,55191,77408,82830
85588,16240,48531,61400
85589,204165,77410,3850
85590,24679,40883,58212
85591,60882,30223,68642
85592,35246,4564,203840
85593,51789,201290,47975
85594,43328,77416,25489
85595,49726,6022,34182
